,alpha,delta,experiment,filename,filter,h,l,language,make-param,mean,min,s,size,tmean,var
20,,"[39738190, 43839868, 38571954, 37693632, 40548618, 38730040, 37800825, 41329637, 37669968, 38415714, 40634574, 37497107, 38507556, 41701179, 36782472, 36882265, 39478656, 36901535, 36461236, 38754492, 37419147, 36946360, 37277066, 36590526, 36473736, 37125510, 36934071, 36391730, 36658003, 37279468, 36408313, 36977627, 37550539, 36803127, 37283048, 37273489, 36769247, 37827885, 36847248, 36386171, 47268873, 36837565, 36143338, 37144072, 36828798, 36668931, 36839971, 36478274, 36282582, 36822198, 36989442, 36275538, 36528683, 37281167, 36802365, 36300886, 37630492, 36520109, 36160813, 37455893, 37482773, 37546588, 37136386, 36678902, 36230420, 36883461, 36971277, 36347367, 37073951, 37371730, 36363637, 36531740, 37171562, 36531901, 37164842, 36665407, 36352299, 36848488, 36876215, 37269945, 36675479, 37233228, 36380316, 36258486, 37194919, 37268268, 36724428, 37181509, 36773884, 36362160, 37204827, 36781493, 36831341, 37271263, 37153012, 36707693, 37449258, 36576433, 36976735, 37549091]",hsl-force-first-if,hsl-empty-if-0-0-0 400x400 (1956297539),hsl,0.0,0.0,asm2,o0shift,37384745.33,36143338,0.0,400,36996128.68,2492689774577.4546
21,,"[77877812, 76479374, 86836721, 60476496, 76891864, 38642198, 38601790, 39205607, 38721414, 38632588, 39451624, 39465279, 38666634, 39046018, 38580739, 40230333, 38982352, 38535526, 40294710, 39043060, 38802620, 41732706, 39107483, 38720788, 40597375, 40165760, 39363068, 40639397, 45978903, 38080920, 41231269, 38185393, 37965832, 40258514, 38056618, 39817745, 38349756, 38075431, 39760761, 38496044, 38235465, 43258057, 89394152, 75468815, 85376058, 85647834, 73942722, 76826431, 84348384, 72561892, 72559685, 49316857, 37769441, 38035878, 37662007, 37885640, 37807010, 37706859, 54147540, 44674268, 37742847, 37883570, 37719686, 37690256, 37743836, 37829746, 37741287, 60560273, 39734909, 51388910, 37735288, 46946818, 45061003, 49519698, 82054111, 78530068, 39284017, 39228765, 42355569, 38112081, 37608082, 41165335, 84940115, 90195863, 83002847, 72437320, 72786459, 72663792, 84132843, 72512876, 72749223, 72406956, 95796375, 39826079, 95057147, 73127899, 69293839, 84056476, 37843840, 119899868]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,c,o0shift,53170394.89,37608082,0.0,400,45819868.46,398331232500858.8
22,,"[84097796, 80047974, 89797633, 86988165, 105959550, 99814440, 79025835, 52149805, 45320361, 45086263, 44198839, 44422734, 53613185, 48903262, 78976543, 76844206, 50614292, 44514505, 44252526, 45344361, 44199263, 45376871, 45350502, 52227587, 46071582, 45740079, 56183278, 66122430, 75302673, 46580600, 46496072, 46098494, 48205369, 47379702, 46708377, 46686767, 46103974, 45306575, 47510325, 46175033, 46137495, 45987299, 45674325, 46081705, 45509688, 46070123, 44962058, 45557687, 45501854, 45196414, 46470234, 45518573, 45179034, 45096213, 45175741, 46586813, 45392906, 45268310, 46304002, 45231149, 46660554, 46465995, 46105554, 46347522, 46374297, 46213375, 45358875, 46338499, 44846278, 43317276, 44054817, 44054911, 43802297, 43509258, 43414640, 44018185, 43882417, 43673395, 44545523, 43813114, 43979381, 44069821, 43199102, 44195904, 44681612, 44473066, 44213493, 43536641, 43956208, 43952054, 43668002, 44505247, 44134196, 43483113, 44414560, 43619458, 44177041, 43669127, 43994723, 44019752]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm1,o0shift,49794387.34,43199102,0.0,400,45425134.8,162581087608490.03
23,,"[39553956, 40076548, 39588636, 39304244, 40151802, 40296895, 39570975, 40019261, 39685395, 39498872, 40316381, 39677931, 40062259, 40293969, 39568199, 40336408, 39675047, 39938538, 40380755, 40358671, 40425056, 40284970, 40535412, 40366317, 40211387, 39962300, 40290259, 40739045, 40617727, 40233386, 40698453, 40430176, 40542314, 40147342, 39831213, 40590092, 39976375, 39574229, 40372297, 40386693, 40051593, 40538555, 39973253, 40129668, 40691431, 40075810, 40404127, 39989845, 40401114, 40147743, 40100767, 40085948, 40203444, 39555411, 40157144, 40421438, 39500910, 39434902, 40434590, 40018985, 39552721, 40846769, 39514394, 39380830, 40201155, 39730683, 39554086, 40766261, 39812780, 39314870, 40530917, 39734874, 39656163, 40460989, 39459536, 39455120, 40063754, 39813001, 40196035, 39782515, 39828257, 40256937, 40260743, 40300215, 40368287, 39759605, 39699596, 39720250, 39874412, 40654511, 39642240, 39696958, 40179674, 39774533, 39836627, 40691207, 39852280, 39412395, 40812021, 39521599]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm2,o0shift,40048562.63,39304244,0.0,400,40055328.14,158495191577.21213
24,,"[31784769, 31632162, 31552907, 31494571, 31691493, 31545098, 31790356, 31499916, 31763480, 31430737, 31566970, 31528941, 31669459, 31417797, 32503710, 31739835, 31718548, 31478584, 34292949, 32092346, 56674663, 73950707, 67439619, 69968636, 66233711, 66756675, 63343622, 65960417, 65201637, 61397307, 51599079, 31798302, 32310835, 38550420, 31608904, 31267641, 35935491, 31783298, 35499181, 32070422, 31426693, 31348435, 38674693, 31411072, 31562977, 35407348, 32204284, 31609783, 31287569, 35894460, 34775628, 31530912, 35552455, 32389785, 31721409, 31513057, 36136179, 32110271, 32130629, 38135470, 32077822, 31836581, 31435701, 36345859, 31749365, 31426983, 35167076, 32081137, 54268982, 71511237, 67079815, 32336798, 32357199, 36694845, 78068845, 60311397, 52370935, 61564857, 45881785, 37464373, 37196002, 36858707, 31618144, 32333361, 34995362, 34928369, 37247456, 38192109, 35439178, 32909346, 34891341, 31786592, 31524792, 37708557, 79456706, 73077256, 66041697, 73778111, 74643582, 31527463]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,c,o0shift,40905540.27,31267641,0.0,400,33961004.94,210671808554899.72
25,,"[39458008, 38583398, 37452337, 37643716, 39998989, 37698266, 39424951, 44503077, 37404493, 51079022, 41826318, 37394475, 56125686, 72358156, 39491070, 100747815, 60263471, 91649072, 103880259, 80865270, 59196552, 91929322, 38025569, 40585161, 42353188, 38410128, 39287622, 38428910, 41493084, 40339384, 37669245, 48837337, 39320098, 39027758, 43387031, 42211899, 44127954, 40906341, 55038480, 44443834, 37870181, 42308546, 50036835, 42481859, 53237473, 44642096, 42813277, 46751653, 41941656, 39177166, 46824746, 44457443, 41904249, 38302543, 37915748, 53987652, 40851305, 43529827, 47976656, 39078056, 53078358, 40360323, 38788202, 51314829, 44562483, 72506737, 45901627, 81861041, 50808897, 45380790, 42327890, 39525370, 39606466, 38092730, 38065501, 41511119, 37671796, 37866033, 37689817, 37743164, 37820866, 38233183, 37214421, 37404131, 37512097, 37178910, 37321348, 37702609, 37703552, 37464444, 37577000, 36953753, 37071424, 37745232, 37076930, 36809592, 37608102, 37104034, 37204662, 37702693]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm1,o0shift,45320278.69,36809592,0.0,400,40503125.72,190184039241379.56
26,,"[38529166, 38980196, 38887905, 39070460, 39132830, 38387602, 38585120, 39401149, 38348864, 38138524, 38729145, 38898131, 38135635, 38730216, 38112677, 38064832, 38930607, 38436034, 38284289, 39114974, 38492281, 38293185, 38980955, 38353939, 38031051, 38989210, 39194861, 39120705, 38979167, 38326977, 38182640, 39067085, 38221132, 38502968, 39038506, 38717265, 38260180, 39079388, 38464398, 38693087, 38752034, 38223022, 38618295, 38572750, 39041780, 38870617, 38725026, 38208608, 38308861, 39117754, 39057069, 38365055, 38991727, 38310981, 38510844, 39129327, 38483365, 38900561, 39171734, 38409228, 38954020, 38517339, 38819825, 39094653, 39189765, 40024801, 39344761, 39304635, 39023798, 39110264, 39166807, 38751171, 39583110, 39429435, 38874693, 39479967, 39668259, 38678361, 39702322, 38905819, 38667005, 39224794, 38958760, 38893918, 39056947, 38904575, 38993836, 39266711, 38780086, 39051754, 39321550, 38921223, 39145357, 38798945, 39190963, 38954239, 38949244, 39147519, 39053127, 38573250]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm2,o0shift,38831335.82,38031051,0.0,400,38862058.0,162507904936.40405
27,,"[35352518, 37383532, 34779517, 34663086, 37867668, 34950899, 34898900, 37448183, 35642340, 34825053, 34672169, 35539238, 34996938, 34719246, 35841178, 35034135, 34754251, 35168451, 35362792, 34798754, 34809895, 35830894, 34416939, 34677404, 35657557, 34785197, 34690964, 35857036, 35159704, 34599269, 35845251, 35523451, 34631014, 36270530, 34984324, 34829162, 35284571, 34830070, 35199079, 35279082, 35681632, 34588227, 35034013, 35519604, 34932839, 34950653, 36115373, 35130235, 34532860, 35200500, 35643197, 34991874, 35185462, 35127952, 34027475, 34334253, 35454127, 34127578, 33909457, 35024146, 34639505, 33775668, 34306895, 35138995, 34226450, 33627754, 35388897, 34174250, 34270663, 34500926, 34760103, 34066633, 34114163, 35428456, 33689769, 33810128, 34972208, 34258105, 34119256, 34447648, 35377536, 34216670, 34135023, 35482279, 34108621, 34142955, 35141514, 34561215, 33936558, 34671363, 35100943, 34659121, 33688724, 35110320, 34270492, 35112348, 35169759, 34227808, 34217548, 34512566]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,c,o0shift,34909315.33,33627754,,400,34861434.3,554031717884.6061
28,,"[2473929, 2533297, 2517887, 2719095, 2544041, 2564909, 2539214, 2547393, 2549079, 2871666, 2546066, 2550254, 2548924, 2549529, 2553910, 2740327, 2559348, 2552166, 2558790, 2553997, 2561665, 2741428, 2549879, 2546497, 2550453, 2550412, 2549439, 2797067, 2568368, 2548716, 2628197, 2544037, 2873773, 2696970, 2746251, 2646476, 2640023, 2644040, 2945707, 2657547, 2551414, 2552062, 2565111, 2549424, 2719452, 2543764, 2557550, 2542940, 2508222, 2472175, 2755277, 2542711, 2550388, 2548874, 2537245, 2552919, 2669872, 2550430, 2594395, 2556452, 2550409, 2545825, 2642891, 2671608, 2549139, 2551518, 2542554, 2600995, 2468631, 2512248, 2464710, 2527504, 2467398, 2719580, 3025953, 2855915, 2648698, 2640099, 2635114, 2668757, 2884758, 2578418, 2552413, 2607741, 2548145, 2550266, 2833064, 2622918, 2543199, 2547306, 2542779, 2660026, 2731132, 2549020, 2550334, 2585405, 2549350, 2548297, 2784469, 2541738]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm1,o0shift,2605817.67,2464710,,400,2568419.64,11752932201.193182
29,,"[2174372, 2212822, 2194006, 2177442, 2265677, 2103872, 2209076, 2171770, 2183203, 2402517, 2322570, 2343572, 2252744, 2255318, 2258517, 2289803, 2248978, 2377666, 2174649, 2174590, 2288581, 2171969, 2217399, 2171821, 2266282, 2281072, 2171809, 2171826, 2171401, 2185045, 2171555, 2263712, 2153248, 2171511, 2229867, 2171746, 2218017, 2171645, 2215849, 2239936, 2171993, 2172046, 2171490, 2171999, 2235154, 2336854, 2199787, 2188732, 2171871, 2182186, 2171413, 2149614, 2261803, 2164167, 2302508, 2171957, 2171880, 2490271, 2359550, 2260806, 2258599, 2252384, 2249402, 2278399, 2246563, 2220453, 2210752, 2275002, 2336480, 2174997, 2171526, 2171797, 2236572, 2263527, 2171799, 2171776, 2171431, 2182296, 2171499, 2202742, 2262375, 2172248, 2228596, 2171886, 2171963, 2217031, 2220064, 2345545, 2173932, 2172784, 2172585, 2241941, 2197993, 2171493, 2224651, 2171672, 2186719, 2172195, 2190032, 2104046]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm2,o0shift,2217912.83,2103872,,400,2200729.58,4097083328.1224747
30,0.14674845465465455,"[12668775, 11976679, 12180595, 12214322, 11985869, 11913243, 11932517, 12003462, 12624558, 12392284, 11724964, 11960843, 11963545, 12474888, 12299765, 12946453, 12584017, 12108364, 11693097, 12038446, 12089343, 11757877, 12194013, 11872225, 12757487, 12194752, 11960891, 11912384, 11889758, 11782930, 11938049, 12073574, 12131429, 12210357, 12900659, 12306027, 12183318, 11815730, 11940685, 11541863, 11822566, 11799663, 12109763, 12841345, 12303096, 11807084, 11931940, 12056658, 11978742, 11904702, 11917356, 12042415, 12738420, 12270310, 12291872, 12093531, 12098181, 11951459, 12081806, 12089337, 11933051, 12403045, 12457616, 12350383, 11971882, 11800311, 11942958, 12248431, 12178472, 11907578, 12201306, 12546723, 12532964, 11977357, 12276030, 12101439, 11799195, 11821398, 11984171, 11949559, 12687518, 12094047, 12003834, 12027851, 12136350, 11819877, 11959371, 11727426, 11536577, 12469720, 12660356, 12274947, 11919689, 11832503, 12234140, 12215628, 11737442, 11912031, 12667107, 12599474]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,c,o0shift,12121700.4,11536577,,400,12066793.56,91782283387.47475
31,0.14674845465465455,"[1248253, 1168230, 1202563, 1163605, 1395348, 1216870, 1166903, 1166603, 1166591, 1178120, 1163658, 1200281, 1180819, 1164003, 1164426, 1163944, 1164866, 1162930, 1162989, 1165916, 1163935, 1164494, 1165986, 1412981, 1288354, 1288663, 1190010, 1278351, 1203140, 1202089, 1201894, 1218678, 1268753, 1265656, 1278080, 1308674, 1165696, 1287766, 1247806, 1185443, 1166252, 1164111, 1163287, 1165973, 1247360, 1198277, 1210074, 1306312, 1262865, 1216916, 1208753, 1210588, 1427588, 1354611, 1311313, 1212496, 1341357, 1310818, 1322730, 1246801, 1305040, 1168581, 1357752, 1170211, 1200523, 1504763, 1211607, 1288070, 1220559, 1203860, 1202896, 1202450, 1257034, 1305605, 1232277, 1216433, 1249387, 1273466, 1244060, 1217685, 1315303, 1203161, 1201900, 1238709, 1246551, 1291130, 1203726, 1254725, 1164405, 1163789, 1250974, 1206085, 1165149, 1242801, 1207248, 1167546, 1278339, 1187346, 1207084, 1164456]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm1,o0shift,1229945.35,1162930,,400,1215437.1,4530019110.371212
32,0.14674845465465455,"[590181, 402770, 460029, 521549, 397181, 397455, 431532, 401851, 539008, 441807, 418513, 435879, 412197, 563638, 467883, 429832, 416559, 422359, 420793, 421538, 418027, 413244, 416990, 421676, 418976, 428367, 505510, 404245, 401392, 490502, 398924, 539540, 400129, 397568, 463771, 400040, 398814, 399843, 398181, 397520, 413403, 397481, 397416, 397339, 423820, 457775, 442189, 397517, 464268, 533228, 420354, 397573, 425873, 397160, 397446, 420708, 476766, 397476, 397553, 397460, 420937, 462165, 397300, 397633, 420045, 537232, 397303, 397458, 397294, 397199, 459821, 397743, 422109, 397443, 444405, 397258, 541572, 431841, 410417, 397565, 397050, 397520, 397157, 397339, 397309, 421529, 487337, 398683, 397235, 416951, 384905, 396997, 397493, 397359, 397395, 471022, 470333, 471808, 397592, 431746]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm2,o0shift,428081.18,384905,,400,411687.28,1916128497.1996133
33,,"[10329706, 14483130, 9772455, 13013983, 19703484, 10588190, 33781701, 9747324, 43027076, 9630576, 10937576, 14120842, 9580971, 39717563, 9616599, 20459116, 9684333, 32410034, 37119087, 9643757, 9578902, 38803279, 9906946, 9768247, 35136104, 9430070, 9410866, 9526079, 9448026, 9450761, 9508337, 9482869, 9497006, 9655098, 9436322, 9401861, 9446201, 9452364, 9415723, 9413296, 9457052, 9655373, 9977865, 9650782, 9625952, 9437842, 9464095, 9390734, 9415433, 9446781, 9410891, 9429670, 12201411, 12195431, 9516127, 9437125, 9452602, 9474840, 9419527, 9430797, 9453872, 9416318, 9419405, 9502394, 9472709, 9444698, 9490924, 9401403, 9420635, 9457584, 9429582, 9459101, 9608509, 9567399, 9558317, 9489288, 9492555, 9454293, 9406172, 9466150, 9413510, 9412347, 12198084, 9413000, 9440089, 9402771, 9414481, 9484944, 9497195, 9820380, 9461323, 9418434, 9416694, 9450044, 9475643, 9417671, 9426340, 9392893, 9434628, 9415854]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,c,o0shuffles,11892438.23,9390734,0.0,200,9500492.7,52198660203485.35
34,,"[11100425, 11092586, 11328975, 11200896, 11319579, 11168639, 11075485, 17085231, 11124476, 11077060, 11151785, 11132508, 11072878, 11131281, 11101402, 11144929, 11185566, 11096474, 11132880, 11072005, 11121873, 11148531, 11091218, 11074294, 11167164, 11164860, 11122678, 11185178, 11131262, 11180752, 11063933, 11074859, 11157124, 11171670, 11169979, 11319469, 11189638, 11181970, 11179894, 11081721, 11079105, 11099014, 11091007, 11072050, 11079706, 11162878, 11112376, 11465721, 11157298, 11111750, 11136873, 11143647, 11103279, 11132917, 11134355, 11106069, 11158168, 11157054, 11141611, 11136101, 11117907, 11146190, 11133308, 11092097, 11145778, 11196009, 11079239, 11153971, 11116249, 11074447, 11125615, 11085161, 11084706, 11075821, 11079007, 11126876, 11119482, 11137084, 11381221, 33338214, 11073171, 11080845, 45881169, 11165488, 11104473, 11152417, 45927737, 36400568, 19105505, 21191796, 21933781, 19461943, 38593512, 11075527, 11143888, 11096102, 11086126, 12112860, 11172888, 14575067]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm1,o0shuffles,13056973.51,11063933,0.0,200,11135820.92,43767177985144.41
35,,"[10375412, 10241316, 10018468, 10023984, 10032358, 10015016, 10027025, 10002588, 10172418, 13533235, 10019726, 13137931, 10201138, 10426517, 10034730, 10026634, 10021503, 10066700, 11257156, 12163421, 10036680, 10021582, 10416635, 9997380, 10020648, 10320248, 10027409, 10021646, 10060869, 10095123, 10056983, 13400494, 10300571, 17380069, 17700297, 16122327, 17416570, 12064385, 13227910, 13516027, 13042448, 24003080, 18328064, 23212995, 11327953, 12736299, 13606571, 13808551, 21938246, 18115937, 10360592, 11756075, 10142231, 16944172, 10137295, 19671683, 17886797, 10350866, 10101079, 10061861, 16134416, 13988092, 14592626, 13583911, 33028613, 24852005, 31609606, 21667454, 31413930, 17284943, 51991548, 10204749, 28315634, 30916866, 9996999, 21655484, 33633892, 21633078, 21375393, 21871324, 22365929, 25011423, 12840077, 31825232, 17891819, 10156508, 69305571, 37639234, 35060948, 21806687, 10179379, 19843592, 10038622, 10088322, 12848471, 11213451, 13782131, 10065369, 10031973, 10354291]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm2,o0shuffles,16236335.16,9996999,0.0,200,12943379.88,90614490505085.12
36,,"[8777607, 8763617, 8830885, 24563779, 8747078, 8764056, 8762573, 55124882, 8821770, 8794430, 8740072, 37231192, 8768492, 18419533, 8819267, 8782638, 8753394, 55113146, 20390455, 43500577, 11343661, 25512341, 11620309, 20642200, 16434071, 8767668, 43570757, 8964953, 11053408, 20671899, 8790153, 55081715, 8946021, 9199539, 8748522, 34552502, 10845087, 17192198, 18346163, 31913990, 8788948, 12269451, 8747132, 8755708, 40338750, 8764112, 8735832, 43070916, 8795657, 47497372, 9314330, 8739254, 8757988, 8763776, 32168485, 8772417, 8733652, 55695074, 8754453, 11048508, 25626427, 8791903, 8968400, 8741443, 8770491, 8751711, 8958546, 9027349, 8737999, 8745887, 8758064, 8955389, 12096813, 8760289, 8771584, 8797620, 11672934, 8943286, 9080736, 8743601, 9129151, 10458942, 8808942, 13509113, 10937884, 11410331, 8777668, 11303629, 8852772, 11013266, 9155340, 8904334, 11462271, 8804477, 12469575, 11349977, 15058375, 8846395, 11743660, 8746064]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,c,o0shuffles,15176210.53,8733652,,200,9752223.92,150709343255633.38
37,,"[632133, 631495, 630078, 634410, 633122, 630509, 756958, 635451, 3363502, 637951, 3157978, 633296, 637268, 633730, 636938, 635039, 635259, 636703, 636003, 1749649, 744354, 695841, 642356, 633931, 635344, 633766, 634923, 636514, 632765, 3511356, 635653, 668325, 637658, 1196650, 805177, 2083632, 637579, 640290, 852520, 634520, 634086, 661560, 634529, 636776, 636205, 634508, 634056, 635967, 637127, 639694, 635317, 634422, 634602, 634721, 634086, 633280, 633772, 634581, 676292, 1724358, 779383, 636486, 636318, 636288, 636681, 635124, 635530, 636141, 636147, 636199, 636846, 636260, 650153, 725336, 1651578, 634203, 634227, 635158, 633293, 633924, 634462, 633903, 634502, 643379, 661475, 1923683, 635140, 820639, 634636, 738276, 636184, 637746, 637017, 638467, 639945, 908066, 634450, 638241, 657769, 636092]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,asm1,o0shuffles,798299.12,630078,,200,636590.02,274899449545.88446
38,,"[568971, 568778, 566929, 567051, 566889, 567035, 599623, 566810, 570534, 567011, 566855, 569209, 566828, 621269, 566825, 566993, 570577, 567356, 569786, 567597, 570488, 569917, 566681, 567152, 581081, 597968, 567320, 566721, 569957, 567820, 569997, 567222, 566810, 566953, 569734, 568922, 573421, 570613, 574215, 577631, 566950, 568892, 35321151, 567948, 567872, 567497, 602180, 565747, 565598, 565643, 565655, 565854, 568876, 567952, 566822, 565689, 565759, 565714, 565375, 591814, 565827, 565897, 565659, 565350, 565152, 565372, 565561, 567332, 567527, 565463, 567511, 565375, 565491, 565860, 567676, 565607, 567554, 35313581, 568461, 566376, 567826, 565997, 565790, 565580, 567905, 567072, 567759, 566635, 566260, 570427, 568226, 566743, 565869, 565637, 565277, 586383, 567384, 566953, 567011, 567060]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,asm2,o0shuffles,1264529.63,565152,,200,567272.2,23904332710143.875
39,0.14674845465465455,"[22631295, 3044420, 3086711, 12494851, 3021959, 8262430, 3100668, 3102557, 3028620, 20148388, 12535512, 21635331, 3145462, 3025924, 3047353, 3022285, 20125902, 3027167, 3095466, 3043593, 3041514, 26490618, 3054225, 3096571, 19728300, 18723633, 3022380, 3127595, 3056716, 3083738, 20283659, 3022847, 3023118, 3093842, 3042741, 20283137, 3096916, 3090240, 3066246, 3022719, 20609421, 3030222, 18536345, 3026690, 3098754, 9469623, 3088686, 3033403, 3023430, 20174891, 3088561, 3021879, 3092447, 3035314, 20167345, 3163814, 3052659, 3023366, 3040806, 36881388, 3055150, 3147020, 3092301, 3043071, 20373599, 3091739, 3089486, 3093921, 3084122, 20030962, 3021776, 3076918, 3096974, 3108064, 3095338, 3130782, 3033913, 3084006, 3116621, 3044338, 20059138, 3037545, 3101248, 3028256, 3064604, 20094033, 3090720, 12104023, 3102365, 3093378, 3048248, 3022011, 20158797, 3070624, 3083631, 3042799, 3078387, 15695142, 3067144, 3559335]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,c,o0shuffles,7082472.22,3021776,,200,3096535.5,56401529412783.34
40,0.14674845465465455,"[307107, 302510, 302217, 301631, 300879, 301203, 301414, 300907, 301057, 301233, 301829, 300754, 300870, 301496, 301045, 301597, 302616, 303914, 304900, 309570, 301280, 338183, 301197, 301148, 301017, 300947, 300812, 300974, 301011, 301093, 301136, 301112, 301154, 300923, 300868, 300776, 301197, 301704, 300464, 332590, 300852, 301103, 300895, 300675, 300849, 301005, 301020, 302580, 304366, 301508, 301957, 302168, 301169, 301423, 301108, 301612, 300739, 300788, 301136, 301368, 300818, 301059, 301121, 301951, 301322, 300962, 300892, 301203, 300965, 301359, 301518, 300935, 23623580, 301285, 301328, 301142, 300797, 301005, 300754, 301072, 300623, 300797, 300617, 300580, 303102, 302373, 302037, 300806, 301570, 302323, 305150, 300849, 301399, 301236, 340454, 301356, 301075, 320050, 300925, 301020]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,asm1,o0shuffles,536000.66,300464,,200,301192.4,5438633310093.055
41,0.14674845465465455,"[106216, 103066, 103273, 102599, 102663, 102795, 102590, 102703, 102538, 102645, 102581, 102550, 102630, 103374, 307321, 102926, 102623, 102688, 102629, 102645, 102565, 102804, 102724, 102541, 102657, 102660, 102550, 102718, 102730, 102724, 102703, 102568, 102678, 102657, 102608, 102541, 137637, 102581, 102379, 102895, 102623, 102678, 102639, 102605, 102709, 102654, 102593, 102584, 102541, 102547, 102648, 102614, 102660, 103014, 104821, 104061, 104113, 102770, 102999, 104092, 103921, 102849, 103008, 103710, 102550, 102672, 102605, 102782, 103008, 103030, 102703, 102599, 102596, 102779, 102737, 103130, 102666, 117874, 102770, 102584, 102743, 102782, 102956, 102687, 102806, 102580, 103319, 102721, 102734, 104104, 108350, 103991, 102975, 102635, 102611, 103570, 102480, 102990, 102791, 102581]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,asm2,o0shuffles,105479.19,102379,,200,102717.98,430431115.2261605
42,,"[11114234, 11081001, 12027783, 12361892, 13869925, 16316975, 11098135, 10894888, 11171188, 11250834, 11074158, 11952960, 11250886, 16763002, 11971527, 11781983, 11557581, 12011293, 11589084, 11756008, 11746651, 11558017, 14369607, 12321517, 11542977, 11775685, 11653104, 12149593, 11771253, 12119869, 11763478, 12120370, 16460565, 12694329, 11601795, 12178339, 17267085, 11771653, 10778122, 11909989, 10943074, 14713095, 11106124, 10930137, 10836577, 10758380, 10734729, 10782652, 10870018, 10727280, 11965925, 14922762, 11225060, 11011712, 10739356, 10769791, 10821549, 10885001, 10724740, 10985410, 10753826, 15436920, 11082323, 10759589, 10772520, 10841031, 10741475, 10742207, 10722909, 14753097, 11094515, 11076751, 10749601, 10976500, 10734072, 10756130, 10767202, 11191259, 10740657, 14984502, 11117385, 10817348, 10836332, 10730583, 10774602, 10733419, 10879069, 10682495, 10732705, 28777078, 14565760, 10753554, 10800397, 45482898, 10739857, 45644145, 10858682, 10729460, 10738892, 10786398]",random-pixel-fixed-size,random2 200x200 (2124251098),hsl,99.0,0.0,c,o0shuffles,12557608.52,10682495,0.0,200,11218829.9,27579994063593.01
