,alpha,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
5264,,fixed 144x144 (1125898167).bmp,hsl,0,0,asm2,5207273.2,0,0,5207273.2,1936610526.69922,fixed,144,144,1125898167
5265,,fixed 144x144 (1125898167).bmp,hsl,99,0,asm2,5189963.8,0,0,5189963.8,3889950815.69922,fixed,144,144,1125898167
5266,,random2 200x200 (582362178).bmp,hsl,0,0,asm2,10443683.6,0,0,10443683.6,48663999987.2969,random2,200,200,582362178
5267,,random2 200x200 (582362178).bmp,hsl,99,0,asm2,10393561.2,0,0,10393561.2,2757550200.20312,random2,200,200,582362178
5268,,hsl-full-if-99-0-0 360x360 (1474612399).bmp,hsl,0,0,asm2,33806837,0,0,33806837,20163834794,hsl-full-if-99-0-0,360,360,1474612399
5269,,hsl-full-if-99-0-0 360x360 (1474612399).bmp,hsl,99,0,asm2,34685662,0,0,34685662,787761139351,hsl-full-if-99-0-0,360,360,1474612399
5270,,fixed 300x300 (1998898814).bmp,hsl,0,0,asm2,22646472.8,0,0,22646472.8,17873985117.75,fixed,300,300,1998898814
5271,,fixed 300x300 (1998898814).bmp,hsl,99,0,asm2,22603959.8,0,0,22603959.8,17983881938.75,fixed,300,300,1998898814
5272,,random2 200x200 (105197541).bmp,hsl,0,0,asm2,10425357.6,0,0,10425357.6,21539578385.2969,random2,200,200,105197541
5273,,random2 200x200 (105197541).bmp,hsl,99,0,asm2,10487565.2,0,0,10487565.2,72144472033.7031,random2,200,200,105197541
5274,,random2 200x200 (2116845032).bmp,hsl,0,0,asm2,10443975.8,0,0,10443975.8,53267777660.7031,random2,200,200,2116845032
5275,,random2 200x200 (2116845032).bmp,hsl,99,0,asm2,10619354.2,0,0,10619354.2,45030280487.1875,random2,200,200,2116845032
5276,,hsl-empty-if-0-0-0 264x264 (1159126505).bmp,hsl,0,0,asm2,16944503,0,0,16944503,434633623317.5,hsl-empty-if-0-0-0,264,264,1159126505
5277,,hsl-empty-if-0-0-0 264x264 (1159126505).bmp,hsl,99,0,asm2,16597926.4,0,0,16597926.4,13247223933.8125,hsl-empty-if-0-0-0,264,264,1159126505
5278,,hsl-full-if-99-0-0 244x244 (511702305).bmp,hsl,0,0,asm2,15713235.8,0,0,15713235.8,44834844972.6875,hsl-full-if-99-0-0,244,244,511702305
5279,,hsl-full-if-99-0-0 244x244 (511702305).bmp,hsl,99,0,asm2,15428829,0,0,15428829,41051503928.5,hsl-full-if-99-0-0,244,244,511702305
5280,,fixed 292x292 (939819582).bmp,hsl,0,0,asm2,21323128.2,0,0,21323128.2,48300886413.25,fixed,292,292,939819582
5281,,fixed 292x292 (939819582).bmp,hsl,99,0,asm2,21908776.8,0,0,21908776.8,345055397730.25,fixed,292,292,939819582
5282,,hsl-empty-if-0-0-0 300x300 (1998898814).bmp,hsl,0,0,asm2,21466260,0,0,21466260,91048425964,hsl-empty-if-0-0-0,300,300,1998898814
5283,,hsl-empty-if-0-0-0 300x300 (1998898814).bmp,hsl,99,0,asm2,21548349,0,0,21548349,13652487824.5,hsl-empty-if-0-0-0,300,300,1998898814
5284,,hsl-empty-if-0-0-0 392x392 (1749698586).bmp,hsl,0,0,asm2,36813235.4,0,0,36813235.4,71284934526.25,hsl-empty-if-0-0-0,392,392,1749698586
5285,,hsl-empty-if-0-0-0 392x392 (1749698586).bmp,hsl,99,0,asm2,37092685.8,0,0,37092685.8,747868484025.75,hsl-empty-if-0-0-0,392,392,1749698586
5286,,hsl-empty-if-0-0-0 236x236 (982906996).bmp,hsl,0,0,asm2,13192005.8,0,0,13192005.8,9630350771.1875,hsl-empty-if-0-0-0,236,236,982906996
5287,,hsl-empty-if-0-0-0 236x236 (982906996).bmp,hsl,99,0,asm2,13390516.2,0,0,13390516.2,72195130993.6875,hsl-empty-if-0-0-0,236,236,982906996
5288,,hsl-empty-if-0-0-0 24x24 (424238335).bmp,hsl,0,0,asm2,154608.4,0,0,154608.4,521133707.299999,hsl-empty-if-0-0-0,24,24,424238335
5289,,hsl-empty-if-0-0-0 24x24 (424238335).bmp,hsl,99,0,asm2,145856.2,0,0,145856.2,303310956.700001,hsl-empty-if-0-0-0,24,24,424238335
5290,,fixed 4x4 (1804289383).bmp,hsl,0,0,asm2,7125.2,0,0,7125.2,501801.200000003,fixed,4,4,1804289383
5291,,fixed 4x4 (1804289383).bmp,hsl,99,0,asm2,7148,0,0,7148,442870,fixed,4,4,1804289383
5292,,random1 200x200 (1947346619).bmp,hsl,0,0,asm2,10742820.4,0,0,10742820.4,122071113325.813,random1,200,200,1947346619
5293,,random1 200x200 (1947346619).bmp,hsl,99,0,asm2,10957950,0,0,10957950,576002989525,random1,200,200,1947346619
5294,,hsl-empty-if-0-0-0 352x352 (1918502651).bmp,hsl,0,0,asm2,29755914.4,0,0,29755914.4,123697320621.25,hsl-empty-if-0-0-0,352,352,1918502651
5295,,hsl-empty-if-0-0-0 352x352 (1918502651).bmp,hsl,99,0,asm2,29623403.4,0,0,29623403.4,138829260704.375,hsl-empty-if-0-0-0,352,352,1918502651
5296,,hsl-full-if-99-0-0 8x8 (846930886).bmp,hsl,0,0,asm2,19354.6,0,0,19354.6,601895.300000012,hsl-full-if-99-0-0,8,8,846930886
5297,,hsl-full-if-99-0-0 8x8 (846930886).bmp,hsl,99,0,asm2,18988.6,0,0,18988.6,439679.300000012,hsl-full-if-99-0-0,8,8,846930886
5298,,random1 200x200 (1057467587).bmp,hsl,0,0,asm2,10460658.2,0,0,10460658.2,34082585097.7031,random1,200,200,1057467587
5299,,random1 200x200 (1057467587).bmp,hsl,99,0,asm2,10398114.2,0,0,10398114.2,4571881833.20312,random1,200,200,1057467587
5300,,hsl-full-if-99-0-0 40x40 (1189641421).bmp,hsl,0,0,asm2,408634.2,0,0,408634.2,56480987.2000122,hsl-full-if-99-0-0,40,40,1189641421
5301,,hsl-full-if-99-0-0 40x40 (1189641421).bmp,hsl,99,0,asm2,406000.2,0,0,406000.2,53156736.7000122,hsl-full-if-99-0-0,40,40,1189641421
5302,,hsl-empty-if-0-0-0 12x12 (1681692777).bmp,hsl,0,0,asm2,36873.4,0,0,36873.4,19649.2999999523,hsl-empty-if-0-0-0,12,12,1681692777
5303,,hsl-empty-if-0-0-0 12x12 (1681692777).bmp,hsl,99,0,asm2,35997.2,0,0,35997.2,534166.700000048,hsl-empty-if-0-0-0,12,12,1681692777
5304,,fixed 192x192 (1973594324).bmp,hsl,0,0,asm2,9287610,0,0,9287610,40959917192.5,fixed,192,192,1973594324
5305,,fixed 192x192 (1973594324).bmp,hsl,99,0,asm2,9235657.8,0,0,9235657.8,11336019369.7031,fixed,192,192,1973594324
5306,,fixed 376x376 (1843993368).bmp,hsl,0,0,asm2,35683127,0,0,35683127,93323784941.5,fixed,376,376,1843993368
5307,,fixed 376x376 (1843993368).bmp,hsl,99,0,asm2,36590847.2,0,0,36590847.2,1407137093113.25,fixed,376,376,1843993368
5308,,hsl-full-if-99-0-0 84x84 (35005211).bmp,hsl,0,0,asm2,1834897.8,0,0,1834897.8,516250653.200195,hsl-full-if-99-0-0,84,84,35005211
5309,,hsl-full-if-99-0-0 84x84 (35005211).bmp,hsl,99,0,asm2,1797866.8,0,0,1797866.8,760541449.700195,hsl-full-if-99-0-0,84,84,35005211
5310,,fixed 372x372 (1411549676).bmp,hsl,0,0,asm2,35225392.6,0,0,35225392.6,108455450069.25,fixed,372,372,1411549676
5311,,fixed 372x372 (1411549676).bmp,hsl,99,0,asm2,34997764.8,0,0,34997764.8,85643842311.25,fixed,372,372,1411549676
5312,,random1 200x200 (446340713).bmp,hsl,0,0,asm2,10490958.4,0,0,10490958.4,63945939662.7969,random1,200,200,446340713
5313,,random1 200x200 (446340713).bmp,hsl,99,0,asm2,10439585.4,0,0,10439585.4,41693675280.2969,random1,200,200,446340713
5314,,fixed 112x112 (233665123).bmp,hsl,0,0,asm2,3140613.8,0,0,3140613.8,258674188.699219,fixed,112,112,233665123
5315,,fixed 112x112 (233665123).bmp,hsl,99,0,asm2,3161460.2,0,0,3161460.2,5190314450.69922,fixed,112,112,233665123
5316,,hsl-empty-if-0-0-0 316x316 (1374344043).bmp,hsl,0,0,asm2,25444097,0,0,25444097,12229144287024.5,hsl-empty-if-0-0-0,316,316,1374344043
5317,,hsl-empty-if-0-0-0 316x316 (1374344043).bmp,hsl,99,0,asm2,24030278,0,0,24030278,165872099916,hsl-empty-if-0-0-0,316,316,1374344043
5318,,hsl-full-if-99-0-0 12x12 (1681692777).bmp,hsl,0,0,asm2,39758.4,0,0,39758.4,626336.799999952,hsl-full-if-99-0-0,12,12,1681692777
5319,,hsl-full-if-99-0-0 12x12 (1681692777).bmp,hsl,99,0,asm2,39533.6,0,0,39533.6,929088.799999952,hsl-full-if-99-0-0,12,12,1681692777
5320,,random1 200x200 (1973387981).bmp,hsl,0,0,asm2,10467888.6,0,0,10467888.6,766256251.796875,random1,200,200,1973387981
5321,,random1 200x200 (1973387981).bmp,hsl,99,0,asm2,10487088.8,0,0,10487088.8,17293696437.7031,random1,200,200,1973387981
5322,,fixed 196x196 (149798315).bmp,hsl,0,0,asm2,9713395.8,0,0,9713395.8,7109366594.20312,fixed,196,196,149798315
5323,,fixed 196x196 (149798315).bmp,hsl,99,0,asm2,9739471.8,0,0,9739471.8,117552804567.703,fixed,196,196,149798315
5324,,fixed 344x344 (709393584).bmp,hsl,0,0,asm2,30424970.4,0,0,30424970.4,809459503742.75,fixed,344,344,709393584
5325,,fixed 344x344 (709393584).bmp,hsl,99,0,asm2,29842914.4,0,0,29842914.4,25811250808.25,fixed,344,344,709393584
5326,,random1 200x200 (1827336327).bmp,hsl,0,0,asm2,10383048.6,0,0,10383048.6,1494248098.29688,random1,200,200,1827336327
5327,,random1 200x200 (1827336327).bmp,hsl,99,0,asm2,10314068,0,0,10314068,16592063765.5,random1,200,200,1827336327
5328,,hsl-empty-if-0-0-0 156x156 (628175011).bmp,hsl,0,0,asm2,5804426.6,0,0,5804426.6,4498948291.29688,hsl-empty-if-0-0-0,156,156,628175011
5329,,hsl-empty-if-0-0-0 156x156 (628175011).bmp,hsl,99,0,asm2,5822788.4,0,0,5822788.4,41879813379.2969,hsl-empty-if-0-0-0,156,156,628175011
5330,,hsl-empty-if-0-0-0 176x176 (1914544919).bmp,hsl,0,0,asm2,7480071.6,0,0,7480071.6,30148601900.7969,hsl-empty-if-0-0-0,176,176,1914544919
5331,,hsl-empty-if-0-0-0 176x176 (1914544919).bmp,hsl,99,0,asm2,7754270.6,0,0,7754270.6,234919113211.797,hsl-empty-if-0-0-0,176,176,1914544919
5332,,hsl-empty-if-0-0-0 160x160 (1656478042).bmp,hsl,0,0,asm2,6113712.6,0,0,6113712.6,7091244992.29688,hsl-empty-if-0-0-0,160,160,1656478042
5333,,hsl-empty-if-0-0-0 160x160 (1656478042).bmp,hsl,99,0,asm2,6090339.4,0,0,6090339.4,12392241288.2969,hsl-empty-if-0-0-0,160,160,1656478042
5334,,hsl-empty-if-0-0-0 248x248 (2084420925).bmp,hsl,0,0,asm2,15013747.8,0,0,15013747.8,513839732920.188,hsl-empty-if-0-0-0,248,248,2084420925
5335,,hsl-empty-if-0-0-0 248x248 (2084420925).bmp,hsl,99,0,asm2,14508300.2,0,0,14508300.2,25828747890.1875,hsl-empty-if-0-0-0,248,248,2084420925
5336,,hsl-empty-if-0-0-0 232x232 (42999170).bmp,hsl,0,0,asm2,12990464.6,0,0,12990464.6,395748951737.813,hsl-empty-if-0-0-0,232,232,42999170
5337,,hsl-empty-if-0-0-0 232x232 (42999170).bmp,hsl,99,0,asm2,12752503.6,0,0,12752503.6,17796481934.8125,hsl-empty-if-0-0-0,232,232,42999170
5338,,random1 200x200 (1656478042).bmp,hsl,0,0,asm2,10595869.2,0,0,10595869.2,38488154646.7031,random1,200,200,1656478042
5339,,random1 200x200 (1656478042).bmp,hsl,99,0,asm2,10803131,0,0,10803131,857280768574.5,random1,200,200,1656478042
5340,,fixed 332x332 (945117276).bmp,hsl,0,0,asm2,27905490.8,0,0,27905490.8,517251693806.25,fixed,332,332,945117276
5341,,fixed 332x332 (945117276).bmp,hsl,99,0,asm2,27547149.4,0,0,27547149.4,25110182733.375,fixed,332,332,945117276
5342,,fixed 396x396 (1469348094).bmp,hsl,0,0,asm2,39767954.4,0,0,39767954.4,48379178449.25,fixed,396,396,1469348094
5343,,fixed 396x396 (1469348094).bmp,hsl,99,0,asm2,39840585.4,0,0,39840585.4,131913578680.25,fixed,396,396,1469348094
5344,,hsl-full-if-99-0-0 228x228 (137806862).bmp,hsl,0,0,asm2,13553057.8,0,0,13553057.8,39082379521.6875,hsl-full-if-99-0-0,228,228,137806862
5345,,hsl-full-if-99-0-0 228x228 (137806862).bmp,hsl,99,0,asm2,13570632.6,0,0,13570632.6,63345867126.8125,hsl-full-if-99-0-0,228,228,137806862
5346,,random2 200x200 (392228696).bmp,hsl,0,0,asm2,10334311.6,0,0,10334311.6,17299263805.2969,random2,200,200,392228696
5347,,random2 200x200 (392228696).bmp,hsl,99,0,asm2,10497337.6,0,0,10497337.6,86241510270.2969,random2,200,200,392228696
5348,,hsl-empty-if-0-0-0 272x272 (1632621729).bmp,hsl,0,0,asm2,17640133,0,0,17640133,62779777263.5,hsl-empty-if-0-0-0,272,272,1632621729
5349,,hsl-empty-if-0-0-0 272x272 (1632621729).bmp,hsl,99,0,asm2,17813069.4,0,0,17813069.4,122456746965.313,hsl-empty-if-0-0-0,272,272,1632621729
5350,,fixed 40x40 (1189641421).bmp,hsl,0,0,asm2,405370,0,0,405370,324434972.5,fixed,40,40,1189641421
5351,,fixed 40x40 (1189641421).bmp,hsl,99,0,asm2,402531,0,0,402531,163188107.5,fixed,40,40,1189641421
5352,,hsl-empty-if-0-0-0 104x104 (861021530).bmp,hsl,0,0,asm2,2610853,0,0,2610853,19980417555,hsl-empty-if-0-0-0,104,104,861021530
5353,,hsl-empty-if-0-0-0 104x104 (861021530).bmp,hsl,99,0,asm2,2557562.2,0,0,2557562.2,3544049923.7002,hsl-empty-if-0-0-0,104,104,861021530
5354,,random1 200x200 (968338082).bmp,hsl,0,0,asm2,10342893.2,0,0,10342893.2,1623513045.70313,random1,200,200,968338082
5355,,random1 200x200 (968338082).bmp,hsl,99,0,asm2,10436715.6,0,0,10436715.6,8439001058.29687,random1,200,200,968338082
5356,,fixed 160x160 (1656478042).bmp,hsl,0,0,asm2,6472510.6,0,0,6472510.6,11088012839.7969,fixed,160,160,1656478042
5357,,fixed 160x160 (1656478042).bmp,hsl,99,0,asm2,6321437.8,0,0,6321437.8,9706146721.20312,fixed,160,160,1656478042
5358,,hsl-empty-if-0-0-0 344x344 (709393584).bmp,hsl,0,0,asm2,28062105.2,0,0,28062105.2,106196000703.75,hsl-empty-if-0-0-0,344,344,709393584
5359,,hsl-empty-if-0-0-0 344x344 (709393584).bmp,hsl,99,0,asm2,28112442,0,0,28112442,24254885546.5,hsl-empty-if-0-0-0,344,344,709393584
5360,,random1 200x200 (588219756).bmp,hsl,0,0,asm2,10455137.4,0,0,10455137.4,29477208091.2969,random1,200,200,588219756
5361,,random1 200x200 (588219756).bmp,hsl,99,0,asm2,10334652.2,0,0,10334652.2,16150990336.2031,random1,200,200,588219756
5362,,hsl-empty-if-0-0-0 148x148 (1059961393).bmp,hsl,0,0,asm2,5179398.8,0,0,5179398.8,3680123827.69922,hsl-empty-if-0-0-0,148,148,1059961393
5363,,hsl-empty-if-0-0-0 148x148 (1059961393).bmp,hsl,99,0,asm2,5476323.2,0,0,5476323.2,199977672936.703,hsl-empty-if-0-0-0,148,148,1059961393
5364,,random1 200x200 (680466996).bmp,hsl,0,0,asm2,11051070,0,0,11051070,1754175231448,random1,200,200,680466996
5365,,random1 200x200 (680466996).bmp,hsl,99,0,asm2,10318231.4,0,0,10318231.4,15716530788.2969,random1,200,200,680466996
5366,,random1 200x200 (1572276965).bmp,hsl,0,0,asm2,10434931.6,0,0,10434931.6,5333400821.29688,random1,200,200,1572276965
5367,,random1 200x200 (1572276965).bmp,hsl,99,0,asm2,10366092.8,0,0,10366092.8,20945345105.2031,random1,200,200,1572276965
5368,,fixed 360x360 (1474612399).bmp,hsl,0,0,asm2,32877711.6,0,0,32877711.6,128772030176.75,fixed,360,360,1474612399
5369,,fixed 360x360 (1474612399).bmp,hsl,99,0,asm2,32820323.6,0,0,32820323.6,124966854284.75,fixed,360,360,1474612399
5370,,random1 200x200 (1918502651).bmp,hsl,0,0,asm2,10585225.6,0,0,10585225.6,170922548777.297,random1,200,200,1918502651
5371,,random1 200x200 (1918502651).bmp,hsl,99,0,asm2,10260586.4,0,0,10260586.4,15289823996.7969,random1,200,200,1918502651
5372,,hsl-full-if-99-0-0 336x336 (1889947178).bmp,hsl,0,0,asm2,29333971.6,0,0,29333971.6,66148267437.25,hsl-full-if-99-0-0,336,336,1889947178
5373,,hsl-full-if-99-0-0 336x336 (1889947178).bmp,hsl,99,0,asm2,29278847.8,0,0,29278847.8,61400426982.75,hsl-full-if-99-0-0,336,336,1889947178
5374,,hsl-empty-if-0-0-0 40x40 (1189641421).bmp,hsl,0,0,asm2,376366.4,0,0,376366.4,32714559.2999878,hsl-empty-if-0-0-0,40,40,1189641421
5375,,hsl-empty-if-0-0-0 40x40 (1189641421).bmp,hsl,99,0,asm2,383324.4,0,0,383324.4,283122654.799988,hsl-empty-if-0-0-0,40,40,1189641421
5376,,hsl-empty-if-0-0-0 220x220 (1911759956).bmp,hsl,0,0,asm2,11905629.6,0,0,11905629.6,326949569468.812,hsl-empty-if-0-0-0,220,220,1911759956
5377,,hsl-empty-if-0-0-0 220x220 (1911759956).bmp,hsl,99,0,asm2,11659021.8,0,0,11659021.8,29363253817.1875,hsl-empty-if-0-0-0,220,220,1911759956
5378,,hsl-empty-if-0-0-0 168x168 (1653377373).bmp,hsl,0,0,asm2,6717266.6,0,0,6717266.6,4431199431.29688,hsl-empty-if-0-0-0,168,168,1653377373
5379,,hsl-empty-if-0-0-0 168x168 (1653377373).bmp,hsl,99,0,asm2,6709383,0,0,6709383,6426260299,hsl-empty-if-0-0-0,168,168,1653377373
5380,,random2 200x200 (223729824).bmp,hsl,0,0,asm2,10522599,0,0,10522599,115225821217,random2,200,200,223729824
5381,,random2 200x200 (223729824).bmp,hsl,99,0,asm2,10699308.2,0,0,10699308.2,783453841867.688,random2,200,200,223729824
5382,,fixed 336x336 (1889947178).bmp,hsl,0,0,asm2,28478489.8,0,0,28478489.8,14132250403.75,fixed,336,336,1889947178
5383,,fixed 336x336 (1889947178).bmp,hsl,99,0,asm2,28818595.6,0,0,28818595.6,76670529639.25,fixed,336,336,1889947178
5384,,random1 200x200 (1914544919).bmp,hsl,0,0,asm2,10814628.2,0,0,10814628.2,308258775913.687,random1,200,200,1914544919
5385,,random1 200x200 (1914544919).bmp,hsl,99,0,asm2,10437002.8,0,0,10437002.8,21723119163.7031,random1,200,200,1914544919
5386,,hsl-full-if-99-0-0 316x316 (1374344043).bmp,hsl,0,0,asm2,25844427.8,0,0,25844427.8,28091968536.25,hsl-full-if-99-0-0,316,316,1374344043
5387,,hsl-full-if-99-0-0 316x316 (1374344043).bmp,hsl,99,0,asm2,25922004.8,0,0,25922004.8,86555631422.75,hsl-full-if-99-0-0,316,316,1374344043
5388,,hsl-empty-if-0-0-0 76x76 (304089172).bmp,hsl,0,0,asm2,1365730.6,0,0,1365730.6,1037900192.7998,hsl-empty-if-0-0-0,76,76,304089172
5389,,hsl-empty-if-0-0-0 76x76 (304089172).bmp,hsl,99,0,asm2,1350439,0,0,1350439,1147764728.5,hsl-empty-if-0-0-0,76,76,304089172
5390,,random2 200x200 (827462710).bmp,hsl,0,0,asm2,10520391.2,0,0,10520391.2,49520498002.7031,random2,200,200,827462710
5391,,random2 200x200 (827462710).bmp,hsl,99,0,asm2,10360918,0,0,10360918,130137595.5,random2,200,200,827462710
5392,,random2 200x200 (314227535).bmp,hsl,0,0,asm2,10376668.6,0,0,10376668.6,14489691648.2969,random2,200,200,314227535
5393,,random2 200x200 (314227535).bmp,hsl,99,0,asm2,10344822.2,0,0,10344822.2,4600855004.20313,random2,200,200,314227535
5394,,random2 200x200 (861264076).bmp,hsl,0,0,asm2,10557044,0,0,10557044,34859103434.5,random2,200,200,861264076
5395,,random2 200x200 (861264076).bmp,hsl,99,0,asm2,10637538.4,0,0,10637538.4,135635973207.813,random2,200,200,861264076
5396,,hsl-full-if-99-0-0 196x196 (149798315).bmp,hsl,0,0,asm2,9971180.4,0,0,9971180.4,5317570128.79688,hsl-full-if-99-0-0,196,196,149798315
5397,,hsl-full-if-99-0-0 196x196 (149798315).bmp,hsl,99,0,asm2,10066077.2,0,0,10066077.2,10359575891.2031,hsl-full-if-99-0-0,196,196,149798315
5398,,fixed 384x384 (1984210012).bmp,hsl,0,0,asm2,37107569.4,0,0,37107569.4,126376781357.25,fixed,384,384,1984210012
5399,,fixed 384x384 (1984210012).bmp,hsl,99,0,asm2,37469403.8,0,0,37469403.8,486165720906.25,fixed,384,384,1984210012
5400,,fixed 252x252 (1937477084).bmp,hsl,0,0,asm2,18341222,0,0,18341222,26426328509895.5,fixed,252,252,1937477084
5401,,fixed 252x252 (1937477084).bmp,hsl,99,0,asm2,17456587,0,0,17456587,4746123078937.5,fixed,252,252,1937477084
5402,,random2 200x200 (1624213497).bmp,hsl,0,0,asm2,11503651.8,0,0,11503651.8,1474342188373.19,random2,200,200,1624213497
5403,,random2 200x200 (1624213497).bmp,hsl,99,0,asm2,10329941,0,0,10329941,17906607412,random2,200,200,1624213497
5404,,hsl-empty-if-0-0-0 20x20 (1957747793).bmp,hsl,0,0,asm2,96566.6,0,0,96566.6,3068677.29999924,hsl-empty-if-0-0-0,20,20,1957747793
5405,,hsl-empty-if-0-0-0 20x20 (1957747793).bmp,hsl,99,0,asm2,95101.8,0,0,95101.8,2313535.70000076,hsl-empty-if-0-0-0,20,20,1957747793
5406,,random1 200x200 (660260756).bmp,hsl,0,0,asm2,10335938.4,0,0,10335938.4,4147260618.79688,random1,200,200,660260756
5407,,random1 200x200 (660260756).bmp,hsl,99,0,asm2,11040679.4,0,0,11040679.4,827158561833.313,random1,200,200,660260756
5408,,hsl-empty-if-0-0-0 396x396 (1469348094).bmp,hsl,0,0,asm2,38689925.6,0,0,38689925.6,2680122186462.25,hsl-empty-if-0-0-0,396,396,1469348094
5409,,hsl-empty-if-0-0-0 396x396 (1469348094).bmp,hsl,99,0,asm2,39554833.2,0,0,39554833.2,4047729154614,hsl-empty-if-0-0-0,396,396,1469348094
5410,,fixed 212x212 (412776091).bmp,hsl,0,0,asm2,12073980,0,0,12073980,1279524822411.5,fixed,212,212,412776091
5411,,fixed 212x212 (412776091).bmp,hsl,99,0,asm2,11616984.2,0,0,11616984.2,257734888645.688,fixed,212,212,412776091
5412,,random2 200x200 (826030693).bmp,hsl,0,0,asm2,12894290.6,0,0,12894290.6,31281566028333.8,random2,200,200,826030693
5413,,random2 200x200 (826030693).bmp,hsl,99,0,asm2,10546111.8,0,0,10546111.8,12048205182.7031,random2,200,200,826030693
5414,,random2 200x200 (37805787).bmp,hsl,0,0,asm2,10476171.2,0,0,10476171.2,26860875353.7031,random2,200,200,37805787
5415,,random2 200x200 (37805787).bmp,hsl,99,0,asm2,10474669.8,0,0,10474669.8,66733224773.7031,random2,200,200,37805787
5416,,random2 200x200 (1278717062).bmp,hsl,0,0,asm2,10918760.4,0,0,10918760.4,1077122676200.31,random2,200,200,1278717062
5417,,random2 200x200 (1278717062).bmp,hsl,99,0,asm2,10529599,0,0,10529599,29407043164,random2,200,200,1278717062
5418,,hsl-empty-if-0-0-0 336x336 (1889947178).bmp,hsl,0,0,asm2,27507518.2,0,0,27507518.2,1040007906738.25,hsl-empty-if-0-0-0,336,336,1889947178
5419,,hsl-empty-if-0-0-0 336x336 (1889947178).bmp,hsl,99,0,asm2,27623893,0,0,27623893,1021683536958.5,hsl-empty-if-0-0-0,336,336,1889947178
5420,,hsl-empty-if-0-0-0 200x200 (2038664370).bmp,hsl,0,0,asm2,9858289,0,0,9858289,727678438961.5,hsl-empty-if-0-0-0,200,200,2038664370
5421,,hsl-empty-if-0-0-0 200x200 (2038664370).bmp,hsl,99,0,asm2,10139887.2,0,0,10139887.2,2068178767476.2,hsl-empty-if-0-0-0,200,200,2038664370
5422,,random2 200x200 (1804532640).bmp,hsl,0,0,asm2,10771109.2,0,0,10771109.2,529314715936.687,random2,200,200,1804532640
5423,,random2 200x200 (1804532640).bmp,hsl,99,0,asm2,10985540.2,0,0,10985540.2,850509519457.188,random2,200,200,1804532640
5424,,random1 200x200 (719346228).bmp,hsl,0,0,asm2,10785207,0,0,10785207,291495669995,random1,200,200,719346228
5425,,random1 200x200 (719346228).bmp,hsl,99,0,asm2,11098956.8,0,0,11098956.8,552785735228.188,random1,200,200,719346228
5426,,hsl-full-if-99-0-0 252x252 (1937477084).bmp,hsl,0,0,asm2,17294018,0,0,17294018,895217513130,hsl-full-if-99-0-0,252,252,1937477084
5427,,hsl-full-if-99-0-0 252x252 (1937477084).bmp,hsl,99,0,asm2,17229647,0,0,17229647,1963383413866,hsl-full-if-99-0-0,252,252,1937477084
5428,,random1 200x200 (1369321801).bmp,hsl,0,0,asm2,10795429.8,0,0,10795429.8,306918121871.188,random1,200,200,1369321801
5429,,random1 200x200 (1369321801).bmp,hsl,99,0,asm2,10424933,0,0,10424933,89577011192.5,random1,200,200,1369321801
5430,,fixed 276x276 (1100661313).bmp,hsl,0,0,asm2,19720698.6,0,0,19720698.6,856772010502.375,fixed,276,276,1100661313
5431,,fixed 276x276 (1100661313).bmp,hsl,99,0,asm2,19244011,0,0,19244011,27422619591.5625,fixed,276,276,1100661313
5432,,random1 200x200 (6939507).bmp,hsl,0,0,asm2,10356582.8,0,0,10356582.8,54551831779.2031,random1,200,200,6939507
5433,,random1 200x200 (6939507).bmp,hsl,99,0,asm2,10602853.6,0,0,10602853.6,31850090384.2969,random1,200,200,6939507
5434,,random1 200x200 (774044599).bmp,hsl,0,0,asm2,10886150.4,0,0,10886150.4,899951181194.312,random1,200,200,774044599
5435,,random1 200x200 (774044599).bmp,hsl,99,0,asm2,10342815,0,0,10342815,28431916226.5,random1,200,200,774044599
5436,,random1 200x200 (135497281).bmp,hsl,0,0,asm2,10653207.2,0,0,10653207.2,79542613145.1875,random1,200,200,135497281
5437,,random1 200x200 (135497281).bmp,hsl,99,0,asm2,10492708,0,0,10492708,8327930548.5,random1,200,200,135497281
5438,,fixed 340x340 (1780695788).bmp,hsl,0,0,asm2,29279904.6,0,0,29279904.6,278776041038.875,fixed,340,340,1780695788
5439,,fixed 340x340 (1780695788).bmp,hsl,99,0,asm2,29538808.4,0,0,29538808.4,561239313485.75,fixed,340,340,1780695788
5440,,hsl-full-if-99-0-0 200x200 (2038664370).bmp,hsl,0,0,asm2,10703835.4,0,0,10703835.4,130713832691.813,hsl-full-if-99-0-0,200,200,2038664370
5441,,hsl-full-if-99-0-0 200x200 (2038664370).bmp,hsl,99,0,asm2,10661589.2,0,0,10661589.2,240107810945.188,hsl-full-if-99-0-0,200,200,2038664370
5442,,hsl-full-if-99-0-0 104x104 (861021530).bmp,hsl,0,0,asm2,2834819.4,0,0,2834819.4,3247092409.30078,hsl-full-if-99-0-0,104,104,861021530
5443,,hsl-full-if-99-0-0 104x104 (861021530).bmp,hsl,99,0,asm2,2767856.2,0,0,2767856.2,2461320929.19922,hsl-full-if-99-0-0,104,104,861021530
5444,,random2 200x200 (1272590008).bmp,hsl,0,0,asm2,10320237.4,0,0,10320237.4,3965266657.29687,random2,200,200,1272590008
5445,,random2 200x200 (1272590008).bmp,hsl,99,0,asm2,10362165.6,0,0,10362165.6,1676784125.29688,random2,200,200,1272590008
